# Program:featureCounts v2.0.1; Command:"/opt/subread-2.0.1-Linux-x86_64/bin/featureCounts" "-p" "-T" "10" "-a" "genes/chrX.gtf" "-o" "featurecounts_out/all_featureCountx.txt" "sorted_bam/ERR188044.bam" "sorted_bam/ERR188104.bam" "sorted_bam/ERR188234.bam" "sorted_bam/ERR188245.bam" "sorted_bam/ERR188257.bam" "sorted_bam/ERR188273.bam" "sorted_bam/ERR188337.bam" "sorted_bam/ERR188383.bam" "sorted_bam/ERR188401.bam" "sorted_bam/ERR188428.bam" "sorted_bam/ERR188454.bam" "sorted_bam/ERR204916.bam" 
Geneid	Chr	Start	End	Strand	Length	sorted_bam/ERR188044.bam	sorted_bam/ERR188104.bam	sorted_bam/ERR188234.bam	sorted_bam/ERR188245.bam	sorted_bam/ERR188257.bam	sorted_bam/ERR188273.bam	sorted_bam/ERR188337.bam	sorted_bam/ERR188383.bam	sorted_bam/ERR188401.bam	sorted_bam/ERR188428.bam	sorted_bam/ERR188454.bam	sorted_bam/ERR204916.bam
NM_001167970	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101009345;101018971;101019284;101020487;101021101;101021968;101023470;101035613;101036974;101037917;101041317;101042042;101051644;101051817	101010707;101019070;101019403;101020588;101021315;101022062;101023616;101035683;101037073;101038051;101041371;101042312;101051733;101052116	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3164	0	0	0	0	0	0	0	0	0	0	0	0
NR_103709	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	100969708;100973676;100974127;100985667;100986796;100987390;100988193;100988378;100990336	100969809;100973748;100974197;100985916;100986901;100987556;100988283;100988558;100990831	+;+;+;+;+;+;+;+;+	1537	0	0	1	0	0	0	1	0	2	0	2	0
NR_103708	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	100969708;100973676;100974127;100985667;100986796;100987390;100988193;100988378;100990562	100969809;100973748;100974197;100985916;100986901;100987556;100988283;100988558;100990831	+;+;+;+;+;+;+;+;+	1311	0	0	0	0	0	0	0	0	0	0	0	0
NM_001167971	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101009345;101018971;101019284;101020487;101021101;101021968;101023470;101035613;101036974;101041317;101042042;101051251;101051644;101051817	101010707;101019070;101019403;101020588;101021315;101022062;101023616;101035683;101037073;101041371;101042312;101051366;101051733;101052116	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3145	0	0	0	0	0	0	0	0	0	0	0	0
NM_001162491	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	100969708;100973676;100974127;100985667;100986796;100987390;100988193;100990562	100969809;100973748;100974197;100985916;100986901;100987556;100988283;100990831	+;+;+;+;+;+;+;+	1130	0	0	0	0	0	0	0	0	0	0	0	0
NM_001167972	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101009345;101018971;101019284;101020487;101021101;101021968;101023470;101035613;101036974;101037917;101041317;101042042;101051784	101010707;101019070;101019403;101020588;101021315;101022062;101023616;101035683;101037073;101038051;101041371;101042312;101052116	-;-;-;-;-;-;-;-;-;-;-;-;-	3107	0	0	0	0	0	0	0	0	0	0	0	0
NM_024917	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101009345;101018971;101019284;101020487;101021101;101021968;101023470;101035613;101036974;101037917;101041317;101042042;101051251;101051817	101010707;101019070;101019403;101020588;101021315;101022062;101023616;101035683;101037073;101038051;101041371;101042312;101051733;101052116	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3557	21	15	17	5	6	7	20	12	9	9	16	8
NM_021637	chrX;chrX	101078847;101094573	101079122;101096366	+;+	2070	0	0	0	0	0	0	0	0	0	0	0	0
NM_006733	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101099809;101101058;101102274;101109473;101109891;101120402;101120738;101126709;101127138;101127498;101128716;101129982;101132190;101132392;101140666;101145064;101146153;101147763;101147943;101161528;101162833	101100065;101101296;101102411;101109591;101109998;101120450;101120784;101126798;101127266;101127665;101128836;101130073;101132307;101132456;101140760;101145199;101146277;101147811;101148161;101161569;101162989	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2563	620	666	490	288	450	232	654	509	656	355	471	507
NM_001171184	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101219944;101235860;101237619;101238981;101241668;101242325;101242904;101245017;101245388;101247090;101248089;101248514;101250423;101250917;101252605;101254425;101254859;101255184;101256118;101258309;101260049;101260497	101220146;101236023;101237775;101239101;101241936;101242471;101242982;101245077;101245449;101247164;101248290;101248599;101250580;101251083;101252716;101254561;101254924;101255249;101256261;101258546;101260169;101264496	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6835	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168474	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101268253;101275222;101276000;101276307;101277606;101278049;101278994;101281720;101282327;101283450;101286575;101287478;101291224	101269237;101275281;101276112;101276528;101277719;101278121;101279035;101281775;101282453;101283583;101286653;101287545;101291337	-;-;-;-;-;-;-;-;-;-;-;-;-	2187	0	0	0	0	0	0	0	0	0	0	0	0
NM_001939	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101219944;101224604;101231585;101235860;101237619;101238981;101241668;101242325;101242904;101245017;101245388;101247090;101248089;101248514;101250423;101250917;101252605;101254425;101254859;101255184;101256118;101258309;101260049;101260497	101220146;101224706;101231764;101236023;101237775;101239101;101241936;101242471;101242982;101245077;101245449;101247164;101248290;101248599;101250580;101251083;101252716;101254561;101254924;101255249;101256261;101258546;101260169;101264496	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7118	0	0	0	0	0	0	0	0	0	0	2	0
NM_024885	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101268253;101275222;101276000;101276307;101277606;101278049;101278994;101281720;101282327;101283450;101286575;101287478;101292790	101269237;101275281;101276112;101276528;101277719;101278121;101279035;101281775;101282453;101283583;101286653;101287545;101293071	-;-;-;-;-;-;-;-;-;-;-;-;-	2355	0	0	0	0	0	0	0	0	1	0	1	0
NM_001032393	chrX;chrX	101408133;101411936	101408307;101414140	+;+	2380	0	0	0	0	0	0	0	0	0	0	0	0
NM_000061	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101349447;101353194;101353870;101354630;101356052;101356784;101357509;101358310;101358617;101359293;101360088;101360568;101362173;101362561;101369998;101371633;101374536;101375144;101386062	101349956;101353351;101353988;101354694;101356268;101356955;101357583;101358437;101358696;101359347;101360150;101360755;101362240;101362689;101370079;101371701;101374634;101375314;101386224	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2611	0	0	0	0	0	0	0	0	0	0	0	0
NM_001287344	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101349447;101353194;101353870;101354630;101356052;101356784;101357509;101358310;101358617;101359293;101360088;101360568;101362173;101362561;101369998;101371633;101374536;101375144;101390478	101349956;101353351;101353988;101354694;101356268;101356955;101357583;101358437;101358696;101359347;101360150;101360755;101362240;101362689;101370079;101371701;101374634;101375314;101390796	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2767	0	0	0	1	5	0	5	4	7	0	0	0
NM_001287345	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101349447;101353194;101353870;101354630;101358374;101358617;101359293;101360088;101360568;101362173;101362561;101369998;101371633;101374536;101375144;101377859;101386062	101349956;101353351;101353988;101354694;101358437;101358696;101359347;101360150;101360755;101362240;101362689;101370079;101371701;101374634;101375314;101378023;101386224	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2248	0	0	2	1	0	0	1	2	1	1	0	2
NM_000169	chrX;chrX;chrX;chrX;chrX;chrX;chrX	101397791;101398370;101398785;101400666;101401632;101403811;101407710	101398099;101398567;101398946;101400757;101401809;101403985;101408013	-;-;-;-;-;-;-	1418	615	532	828	429	450	375	440	525	596	352	688	421
NM_004085	chrX;chrX	101345656;101348533	101346660;101348969	-;-	1442	281	350	360	261	328	134	326	299	481	228	242	278
NM_021029	chrX;chrX;chrX;chrX;chrX	101390890;101391459;101391755;101395335;101395728	101391046;101391564;101391822;101395457;101396154	+;+;+;+;+	881	17	17	16	18	26	11	25	23	26	17	18	16
NM_001145951	chrX;chrX	101348038;101348533	101348401;101348720	-;-	552	13	28	25	11	15	12	25	15	26	9	14	27
NM_001199974	chrX;chrX;chrX;chrX	101390890;101391459;101391755;101411936	101391046;101391564;101391822;101414140	+;+;+;+	2536	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199973	chrX;chrX;chrX;chrX;chrX	101390890;101391459;101391755;101395335;101411936	101391046;101391564;101391822;101395457;101414140	+;+;+;+;+	2659	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199972	chrX;chrX;chrX	101390890;101391459;101391755	101391046;101391564;101393852	+;+;+	2361	128	216	164	97	128	51	286	63	357	46	134	89
NM_019597	chrX;chrX	101408133;101411936	101408319;101414140	+;+	2392	0	0	0	0	0	0	0	0	0	0	0	0
NM_001256155	chrX;chrX	101488044;101488444	101488099;101495811	+;+	7424	164	151	36	80	79	19	75	71	157	61	32	96
NM_016608	chrX;chrX;chrX;chrX	101550531;101550971;101551569;101552809	101550660;101551024;101551633;101554692	+;+;+;+	2133	97	90	9	52	85	7	69	49	203	31	55	130
NR_045862	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101485254;101486023;101487193;101487608;101488044;101498145;101504937;101509364;101509590;101511025;101524204;101531644;101533084	101485530;101486098;101487272;101487691;101488099;101499366;101505355;101509427;101509678;101511055;101524432;101532012;101535988	+;+;+;+;+;+;+;+;+;+;+;+;+	5901	0	0	0	0	0	0	0	0	0	0	0	0
NR_045864	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101485254;101486023;101487193;101487608;101488008;101488444;101498145;101504937;101509364;101509590;101511025;101531644;101533084	101485530;101486098;101487272;101487691;101488099;101489315;101499366;101505355;101509427;101509678;101511055;101532012;101535988	+;+;+;+;+;+;+;+;+;+;+;+;+	6580	0	0	0	0	0	0	0	0	0	0	0	0
NR_045863	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101485254;101486023;101487193;101487608;101488044;101498145;101504937;101509359;101509590;101511025;101516480	101485530;101486092;101487272;101487691;101488099;101499366;101505355;101509427;101509678;101511055;101516952	+;+;+;+;+;+;+;+;+;+;+	2870	2	0	0	0	0	0	0	0	1	0	0	0
NR_045861	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101485254;101486023;101487193;101487608;101488044;101488444;101498145;101504937;101509364;101509590;101511025;101531644;101533084	101485530;101486092;101487272;101487691;101488099;101489315;101499366;101505355;101509427;101509678;101511055;101532012;101535988	+;+;+;+;+;+;+;+;+;+;+;+;+	6538	0	0	0	0	0	0	0	0	0	0	0	0
NM_177947	chrX;chrX;chrX;chrX;chrX	101623130;101623814;101624158;101624480;101624834	101623276;101623893;101624218;101624550;101627841	+;+;+;+;+	3367	0	0	0	0	0	0	0	0	0	0	0	0
NM_177948	chrX;chrX;chrX;chrX;chrX	101623361;101623786;101624158;101624480;101624834	101623430;101623893;101624218;101624550;101627841	+;+;+;+;+	3318	7	8	7	4	3	2	6	3	12	2	6	7
NM_177949	chrX;chrX;chrX;chrX;chrX;chrX	101655281;101658073;101658461;101659076;101659419;101659758	101657715;101658142;101658525;101659148;101659501;101659891	-;-;-;-;-;-	2860	0	0	1	0	1	0	0	0	0	0	0	0
NM_016607	chrX;chrX;chrX;chrX;chrX	101623130;101623786;101624158;101624480;101624834	101623276;101623893;101624218;101624550;101627841	+;+;+;+;+	3395	0	0	0	0	0	0	0	0	0	0	1	0
NM_001184768	chrX;chrX;chrX;chrX	101615118;101617283;101617503;101617885	101616766;101617370;101617584;101618001	-;-;-;-	1936	0	0	0	0	0	0	0	0	0	0	0	0
NM_014782	chrX;chrX;chrX;chrX;chrX	101655281;101658073;101658461;101659076;101659758	101657715;101658142;101658569;101659136;101659891	-;-;-;-;-	2809	1	1	1	0	1	0	0	0	0	0	0	1
NM_001282231	chrX;chrX;chrX;chrX;chrX;chrX	101655281;101658073;101658461;101659076;101659431;101659758	101657715;101658142;101658525;101659148;101659501;101659891	-;-;-;-;-;-	2848	0	0	0	0	0	0	0	0	0	0	0	0
NM_019007	chrX;chrX;chrX	101615118;101617503;101617885	101616766;101617584;101618001	-;-;-	1848	0	0	0	0	0	0	0	0	0	0	0	0
NR_033669	chrX;chrX;chrX;chrX	101615118;101616672;101617503;101617885	101615760;101616766;101617584;101618001	-;-;-;-	937	0	0	0	0	0	0	0	0	0	0	0	0
NR_033670	chrX;chrX;chrX;chrX;chrX	101615118;101616672;101617283;101617503;101617885	101615760;101616766;101617370;101617584;101618001	-;-;-;-;-	1025	0	0	0	0	0	0	0	0	0	0	0	0
NM_001009584	chrX;chrX	101615118;101617885	101616766;101618001	-;-	1766	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011657	chrX;chrX;chrX;chrX;chrX;chrX;chrX	101882288;101886632;101897868;101898119;101904224;101918513;101931717	101884821;101886731;101898042;101898220;101904330;101918633;101932066	-;-;-;-;-;-;-	3489	0	1	0	0	0	0	0	0	0	0	0	0
NM_001282401	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101882288;101886632;101887198;101894454;101895814;101897868;101898119;101904224;101931717	101884821;101886731;101887304;101894904;101895879;101898042;101898220;101904330;101932066	-;-;-;-;-;-;-;-;-	3992	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282400	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	101882288;101886632;101887198;101892705;101894454;101895814;101897868;101898119;101904224;101931717	101884821;101886731;101887304;101892754;101894904;101895882;101898042;101898220;101904330;101932066	-;-;-;-;-;-;-;-;-;-	4045	0	2	0	0	0	1	4	1	0	0	2	0
NM_080390	chrX;chrX;chrX	102125688;102126373;102126804	102125806;102126445;102127712	+;+;+	1101	7	14	39	9	3	1	8	9	53	6	0	16
NM_001159560	chrX;chrX;chrX	102153707;102154744;102155593	102154302;102154810;102155790	-;-;-	861	0	0	0	0	0	0	0	0	0	0	0	0
NM_001277423	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	102215301;102215828;102217955;102221541;102222425;102223382;102223765;102224084;102225027;102226365;102460319;102461920;102462845;102463125;102463592;102464495;102465449;102469033;102471148;102471773	102215340;102215965;102218080;102221661;102222615;102223518;102223985;102224265;102225190;102226791;102460745;102462083;102463026;102463345;102463728;102464685;102465569;102469158;102471285;102471812	+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-	3494	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012978	chrX;chrX;chrX	102153707;102154744;102155859	102154302;102154810;102156014	-;-;-	819	5	4	11	1	5	1	0	1	1	1	6	6
NM_001006938	chrX;chrX;chrX	102139961;102141714;102142353	102141355;102141786;102142416	-;-;-	1532	1	1	1	0	3	0	4	1	3	0	0	2
NM_022838	chrX;chrX;chrX	102599498;102601464;102601880	102599847;102601509;102604157	+;+;+	2674	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168485	chrX;chrX;chrX;chrX;chrX	102599168;102599348;102599712;102601464;102601880	102599266;102599572;102599847;102601509;102604157	+;+;+;+;+	2784	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168482	chrX;chrX;chrX	102599498;102601464;102601880	102599859;102601509;102604157	+;+;+	2686	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168480	chrX;chrX;chrX;chrX;chrX;chrX	102599168;102599348;102599712;102600920;102601464;102601880	102599266;102599572;102599847;102601032;102601509;102604157	+;+;+;+;+;+	2897	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168479	chrX;chrX;chrX;chrX;chrX;chrX	102599168;102599348;102599706;102600920;102601464;102601880	102599266;102599572;102599847;102601032;102601509;102604157	+;+;+;+;+;+	2903	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168478	chrX;chrX;chrX;chrX	102599498;102600920;102601464;102601880	102599847;102601032;102601509;102604157	+;+;+;+	2787	0	0	0	0	0	0	0	0	0	0	0	0
NM_021992	chrX;chrX;chrX	102513682;102515064;102516666	102514124;102515180;102516771	-;-;-	666	0	0	3	0	1	0	0	2	5	5	3	1
NR_002216	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	102549965;102561452;102561878;102562601;102562796;102563019;102563207;102563643;102563937;102565729;102566168;102566315;102566517;102566740;102566907;102571214;102571421	102550185;102561551;102562010;102562684;102562900;102563099;102563522;102563750;102564046;102565765;102566236;102566370;102566624;102566798;102568600;102571274;102571693	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3615	0	0	0	0	0	0	0	0	1	0	0	0
NM_001099411	chrX;chrX;chrX	102651366;102653221;102653580	102651595;102653298;102659082	+;+;+	5811	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099410	chrX;chrX;chrX;chrX	102651366;102652831;102653221;102653580	102651595;102652898;102653298;102659082	+;+;+;+	5879	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184727	chrX;chrX;chrX;chrX;chrX;chrX	102651401;102651687;102652175;102652831;102653221;102653580	102651595;102651733;102652265;102652898;102653298;102659082	+;+;+;+;+;+	5982	0	0	1	1	0	0	0	0	0	0	0	2
NM_138437	chrX;chrX;chrX;chrX	102712176;102713782;102714189;102714537	102712552;102713849;102714266;102717733	+;+;+;+	3720	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142527	chrX;chrX;chrX;chrX	102720714;102720957;102747833;102748699	102720825;102721091;102747911;102752441	+;+;+;+	4069	0	0	0	0	0	0	0	0	0	0	0	0
NM_030639	chrX;chrX;chrX	102720714;102720957;102748699	102720821;102721091;102752441	+;+;+	3986	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142530	chrX;chrX	102745979;102748699	102746174;102752441	+;+	3939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142525	chrX;chrX;chrX;chrX	102720714;102720957;102747817;102748699	102720821;102721091;102747911;102752441	+;+;+;+	4081	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142524	chrX;chrX;chrX;chrX	102720714;102720957;102747817;102748699	102720825;102721091;102747911;102752441	+;+;+;+	4085	0	0	0	0	0	0	0	0	0	0	0	0
NM_014710	chrX;chrX;chrX;chrX;chrX	102651366;102652175;102652831;102653221;102653580	102651595;102652265;102652898;102653298;102659082	+;+;+;+;+	5970	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184876	chrX;chrX;chrX;chrX;chrX	102712176;102713091;102713782;102714189;102714537	102712552;102713217;102713849;102714266;102717733	+;+;+;+;+	3847	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184875	chrX;chrX;chrX;chrX	102712176;102713782;102714189;102714409	102712552;102713849;102714266;102717733	+;+;+;+	3848	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184874	chrX;chrX;chrX;chrX;chrX	102712176;102713130;102713782;102714189;102714409	102712552;102713217;102713849;102714266;102717733	+;+;+;+;+	3936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142529	chrX;chrX;chrX	102745979;102747817;102748699	102746174;102747911;102752441	+;+;+	4034	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142528	chrX;chrX;chrX;chrX	102720714;102720957;102747833;102748699	102720821;102721027;102747911;102752441	+;+;+;+	4001	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142526	chrX;chrX;chrX;chrX	102720714;102720957;102747817;102748699	102720821;102721027;102747911;102752441	+;+;+;+	4017	0	0	0	0	0	0	0	0	0	0	0	0
NM_001004051	chrX;chrX;chrX;chrX;chrX	102712176;102713130;102713782;102714189;102714537	102712552;102713217;102713849;102714266;102717733	+;+;+;+;+	3808	0	0	0	0	0	0	0	0	0	0	0	0
NR_038988	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	102769167;102770352;102816992;102826969;102839801;102845857;102865042;102884143	102769341;102770420;102817082;102827144;102839863;102846020;102865152;102885410	+;+;+;+;+;+;+;+	2117	50	59	29	31	24	18	57	33	50	54	44	48
NM_001031834	chrX	102937272	102938300	+	1029	0	1	1	2	2	2	3	2	4	0	3	1
NM_018476	chrX;chrX;chrX	103062653;103063642;103064096	103063279;103063731;103064240	-;-;-	862	0	0	1	1	0	0	0	0	0	0	0	8
NM_022052	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	103075821;103076241;103077614;103078560;103079221;103079359;103079584;103079763;103080013;103080148;103080576;103082255;103082760;103083004;103083193;103083398;103083609;103084342;103084715;103092996	103076000;103076301;103077746;103078632;103079263;103079474;103079642;103079870;103080068;103080216;103080612;103082364;103082848;103083073;103083273;103083502;103083692;103084495;103084883;103093094	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1896	0	0	0	0	0	0	0	0	0	0	0	0
NM_153333	chrX;chrX;chrX	103252995;103254605;103255078	103254017;103254677;103255193	-;-;-	1212	1	1	2	3	1	0	0	0	2	1	2	2
NM_001127688	chrX;chrX	103215092;103216149	103215238;103217200	+;+	1199	0	0	0	0	0	0	0	0	0	0	0	0
NM_001080425	chrX;chrX;chrX	103215092;103215682;103216149	103215238;103215764;103217200	+;+;+	1282	2	12	1	4	5	0	3	4	5	6	2	4
NM_001012979	chrX;chrX;chrX	103273690;103275275;103276673	103274590;103275342;103276869	-;-;-	1166	1	1	0	0	1	0	1	0	0	0	2	1
NM_001006684	chrX;chrX	103252995;103255078	103254017;103255193	-;-	1139	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168401	chrX;chrX;chrX	103309346;103310358;103310896	103309981;103310433;103311010	-;-;-	827	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282674	chrX;chrX	103376323;103377463	103376613;103378164	+;+	993	0	0	0	0	0	0	0	0	0	0	0	0
NM_016303	chrX;chrX;chrX	103356452;103357083;103357615	103356606;103357161;103358469	+;+;+	1089	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168399	chrX;chrX;chrX	103309346;103310358;103310583	103309981;103310433;103310955	-;-;-	1085	0	0	0	0	0	0	0	0	0	0	0	0
NM_152278	chrX;chrX;chrX	103330186;103330923;103331377	103330304;103331040;103332323	+;+;+	1184	4	1	0	0	1	0	0	0	0	0	0	0
NM_032621	chrX;chrX;chrX	103309346;103310358;103310860	103309981;103310433;103311046	-;-;-	899	0	0	0	0	0	0	0	0	0	0	0	0
NM_001006614	chrX;chrX	103356452;103357618	103356606;103358469	+;+	1007	0	0	0	0	0	0	0	0	0	0	0	0
NM_001006613	chrX;chrX	103356452;103357615	103356606;103358469	+;+	1010	0	0	0	0	0	0	0	0	0	0	0	0
NM_001006612	chrX;chrX;chrX	103356452;103357083;103357618	103356606;103357161;103358469	+;+;+	1086	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168400	chrX;chrX;chrX	103309346;103310358;103310586	103309981;103310433;103310955	-;-;-	1082	0	0	0	0	0	0	0	0	0	0	0	0
NM_014380	chrX	103377181	103378164	+	984	0	1	1	0	1	0	0	0	2	0	1	2
NM_206917	chrX;chrX;chrX	103376323;103377028;103377510	103376613;103377106;103378164	+;+;+	1025	0	0	0	0	0	0	0	0	0	0	0	0
NM_206915	chrX;chrX;chrX	103376323;103377028;103377463	103376613;103377106;103378164	+;+;+	1072	0	0	0	0	0	0	0	0	0	0	0	0
NM_080879	chrX;chrX;chrX	103499753;103517374;103519370	103500826;103517525;103519489	-;-;-	1346	16	21	13	11	8	5	18	8	29	8	8	18
NM_004780	chrX;chrX;chrX	103628964;103629494;103629885	103629025;103629573;103630948	+;+;+	1206	0	0	0	0	0	0	1	0	0	1	2	1
NM_032926	chrX;chrX;chrX	103607906;103608604;103609038	103608058;103608673;103609927	+;+;+	1113	0	0	0	0	0	0	0	0	0	0	0	0
NM_001006937	chrX;chrX;chrX	103585485;103586219;103586654	103585624;103586291;103587736	+;+;+	1296	0	0	0	0	0	0	0	0	0	0	0	0
NM_001006935	chrX;chrX;chrX	103585485;103586219;103586649	103585624;103586291;103587736	+;+;+	1301	0	0	0	0	0	0	0	0	0	0	0	0
NM_001305842	chrX;chrX;chrX	103585485;103586219;103586654	103585683;103586291;103587736	+;+;+	1355	0	0	0	0	0	0	0	0	0	0	0	0
NM_001305841	chrX;chrX	103585485;103586654	103585624;103587736	+;+	1223	0	0	0	0	0	0	0	0	0	0	0	0
NM_024863	chrX;chrX;chrX	103585485;103586219;103586649	103585683;103586291;103587736	+;+;+	1360	0	0	0	0	0	0	0	0	0	0	0	0
NM_001305840	chrX;chrX;chrX;chrX	103585485;103585859;103586219;103586649	103585624;103586107;103586291;103587736	+;+;+;+	1550	18	9	14	9	8	4	7	6	19	6	7	9
NM_001006640	chrX;chrX;chrX	103628720;103629494;103629885	103628793;103629561;103630948	+;+;+	1206	2	1	2	2	1	1	1	0	3	2	1	1
NM_001006639	chrX;chrX;chrX	103628964;103629494;103629885	103629025;103629561;103630948	+;+;+	1194	0	0	0	0	0	0	0	0	0	0	0	0
NM_001006933	chrX;chrX;chrX	103607906;103608604;103609038	103608070;103608673;103609927	+;+;+	1125	1	0	0	0	0	0	0	0	0	0	0	0
NM_001300901	chrX;chrX;chrX;chrX;chrX	103576231;103577094;103585625;103586219;103586649	103576532;103577213;103585760;103586301;103587736	+;+;+;+;+	1729	0	1	0	1	0	0	1	1	1	0	0	0
NM_001305004	chrX;chrX;chrX;chrX;chrX;chrX;chrX	103776853;103785747;103786465;103787798;103788437;103789333;103790527	103776999;103785768;103786726;103787966;103788510;103789398;103792618	+;+;+;+;+;+;+	2832	0	0	0	0	0	0	0	0	0	0	0	0
NM_182541	chrX;chrX;chrX	103710909;103712236;103713594	103711076;103712360;103714032	+;+;+	732	1	1	0	0	1	0	2	1	0	0	1	1
NM_001128834	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	103776506;103776853;103785582;103786465;103787798;103788437;103789333;103790527	103776647;103776999;103785768;103786726;103787966;103788510;103789398;103792618	+;+;+;+;+;+;+;+	3139	1	1	0	0	0	0	1	0	0	0	0	1
NM_199478	chrX;chrX;chrX;chrX;chrX;chrX;chrX	103776793;103785582;103786465;103787798;103788437;103789333;103790527	103776999;103785768;103786621;103787966;103788510;103789398;103792618	+;+;+;+;+;+;+	2952	0	0	0	0	0	0	0	0	0	0	0	0
